240
9215717	10310263	24933532
9215717	10310263	26015854
9215717	10310263	27098176
9215717	10310263	28180498
9215717	10310263	29262820
9215717	10310263	30345141
9215717	10310263	31427463
9215717	10310263	32509785
16729425	23182540	46169164
16729425	23182540	48077362
16729425	23182540	49985560
16729425	23182540	51893759
16729425	23182540	53801957
16729425	23182540	55710155
16729425	23182540	57618354
16729425	23182540	59526552
1044727	15693113	42640108
1044727	15693113	44012240
1044727	15693113	45384372
1044727	15693113	46756503
1044727	15693113	48128635
1044727	15693113	49500767
1044727	15693113	50872898
1044727	15693113	52245030
34324	21858462	42753194
34324	21858462	45113014
34324	21858462	47472834
34324	21858462	49832653
34324	21858462	52192473
34324	21858462	54552293
34324	21858462	56912112
34324	21858462	59271932
2834513	20934672	46482834
2834513	20934672	48474580
2834513	20934672	50466326
2834513	20934672	52458072
2834513	20934672	54449818
2834513	20934672	56441564
2834513	20934672	58433310
2834513	20934672	60425056

